SampleID,ASV,Count
1105B,ASV_29,3422
1105B,ASV_292,240
1105B,ASV_3,119
1105B,ASV_302,345
1105B,ASV_308,14
1105B,ASV_309,1525
1105B,ASV_3186,6
1105B,ASV_323,31
1105B,ASV_3339,6
1105B,ASV_34,223
1105B,ASV_345,82
1105B,ASV_353,8
1105B,ASV_371,45
1105B,ASV_3796,42
1105B,ASV_3950,204
1105B,ASV_404,33
1105B,ASV_4044,51
1105B,ASV_42,60
1105B,ASV_4256,5
1105B,ASV_443,3
1105B,ASV_459,6
1105B,ASV_4894,28
1105B,ASV_49,33
1105B,ASV_51,60
1105B,ASV_52,5148
1105B,ASV_531,1
1105B,ASV_54,15
1105B,ASV_58,439
1105B,ASV_585,91
1105B,ASV_59,200
1105B,ASV_6,574
1105B,ASV_62,5
1105B,ASV_63,151
1105B,ASV_642,25
1105B,ASV_643,42
1105B,ASV_6465,15
1105B,ASV_66,2
1105B,ASV_70,2
1105B,ASV_72,471
1105B,ASV_7455,147
1105B,ASV_757,11
1105B,ASV_763,28
1105B,ASV_79,100
1105B,ASV_8,1785
1105B,ASV_8655,190
1105B,ASV_9,2170
1105B,ASV_92,219
1105B,ASV_93,178
1105B,ASV_94,110
1105B,ASV_962,283
1105B,ASV_989,130
1105C,ASV_10133,1
1105C,ASV_11419,11
1105C,ASV_115,66
1105C,ASV_13,48
1105C,ASV_135,142
1105C,ASV_139,82
1105C,ASV_14,9
1105C,ASV_150,24
1105C,ASV_16,734
1105C,ASV_1600,1698
1105C,ASV_161,9
1105C,ASV_16567,3
1105C,ASV_17,718
1105C,ASV_171,710
1105C,ASV_17340,62
1105C,ASV_17345,242
1105C,ASV_17350,116
1105C,ASV_17353,124
1105C,ASV_17365,9
1105C,ASV_17373,2
1105C,ASV_17378,10
1105C,ASV_180,138
1105C,ASV_1862,56
1105C,ASV_1879,197
1105C,ASV_19,45
1105C,ASV_1907,742
1105C,ASV_2,46
1105C,ASV_20,449
1105C,ASV_201,117
1105C,ASV_2078,383
1105C,ASV_2134,20
1105C,ASV_223,12
1105C,ASV_228,9
1105C,ASV_23,2050
1105C,ASV_239,190
1105C,ASV_2437,7
1105C,ASV_264,28
1105C,ASV_266,17
1105C,ASV_2665,1118
1105C,ASV_273,50
1105C,ASV_29,1095
1105C,ASV_292,22
1105C,ASV_3,62
1105C,ASV_302,135
1105C,ASV_309,347
1105C,ASV_32,41
1105C,ASV_34,30
1105C,ASV_3796,11
1105C,ASV_4355,44
1105C,ASV_443,7
1105C,ASV_444,2
1105C,ASV_51,75
1105C,ASV_52,2235
1105C,ASV_58,108
1105C,ASV_585,108
1105C,ASV_59,45
1105C,ASV_6,888
1105C,ASV_63,124
1105C,ASV_658,12
1105C,ASV_691,1
1105C,ASV_72,1327
1105C,ASV_7455,1533
1105C,ASV_774,6
1105C,ASV_79,32
1105C,ASV_8,1284
1105C,ASV_8655,2221
1105C,ASV_9,22749
1105C,ASV_92,171
1105C,ASV_93,30
1105C,ASV_989,58
1105D,ASV_1036,10
1105D,ASV_11299,432
1105D,ASV_11419,5
1105D,ASV_128,23
1105D,ASV_134,10
1105D,ASV_139,43
1105D,ASV_140,7
1105D,ASV_147,12
1105D,ASV_150,17
1105D,ASV_16,1449
1105D,ASV_1600,21
1105D,ASV_161,13
1105D,ASV_17,84
1105D,ASV_17361,109
1105D,ASV_17366,88
1105D,ASV_17378,23
1105D,ASV_17394,4
1105D,ASV_1892,19
1105D,ASV_19,12
1105D,ASV_1903,1973
1105D,ASV_2,43
1105D,ASV_20,16
1105D,ASV_201,9893
1105D,ASV_228,31
1105D,ASV_23,95
1105D,ASV_234,9
1105D,ASV_239,6
1105D,ASV_2566,4
1105D,ASV_2574,7
1105D,ASV_263,13
1105D,ASV_266,41
1105D,ASV_2665,52
1105D,ASV_273,810
1105D,ASV_276,55
1105D,ASV_29,44
1105D,ASV_292,169
1105D,ASV_309,30
1105D,ASV_34,94
1105D,ASV_340,13
1105D,ASV_3732,46
1105D,ASV_3796,21
1105D,ASV_4189,29
1105D,ASV_42,2151
1105D,ASV_457,7
1105D,ASV_459,33
1105D,ASV_4894,35
1105D,ASV_508,16
1105D,ASV_51,132
1105D,ASV_5173,12
1105D,ASV_52,7840
1105D,ASV_574,13
1105D,ASV_58,48
1105D,ASV_59,82
1105D,ASV_6,42
1105D,ASV_72,14
1105D,ASV_730,14
1105D,ASV_757,42
1105D,ASV_774,15
1105D,ASV_79,1685
1105D,ASV_8,2122
1105D,ASV_865,14
1105D,ASV_8655,80
1105D,ASV_9,927
1105D,ASV_902,16
1105D,ASV_94,170
1105D,ASV_989,12
1105E,ASV_1035,4
1105E,ASV_11299,732
1105E,ASV_128,131
1105E,ASV_134,11
1105E,ASV_13403,90
1105E,ASV_139,141
1105E,ASV_14,72
1105E,ASV_140,23
1105E,ASV_147,24
1105E,ASV_150,133
1105E,ASV_16,5012
1105E,ASV_1600,99
1105E,ASV_161,9
1105E,ASV_1628,37
1105E,ASV_1657,5
1105E,ASV_17,323
1105E,ASV_17361,27
1105E,ASV_17378,23
1105E,ASV_180,21
1105E,ASV_1806,8
1105E,ASV_1823,12
1105E,ASV_1892,51
1105E,ASV_19,43
1105E,ASV_1903,3467
1105E,ASV_1905,29
1105E,ASV_1907,154
1105E,ASV_1910,29
1105E,ASV_2,90
1105E,ASV_20,12
1105E,ASV_201,343
1105E,ASV_228,74
1105E,ASV_23,249
1105E,ASV_234,22
1105E,ASV_2356,2
1105E,ASV_239,27
1105E,ASV_2437,13
1105E,ASV_2522,9
1105E,ASV_2566,14
1105E,ASV_2574,34
1105E,ASV_263,31
1105E,ASV_266,140
1105E,ASV_2665,36
1105E,ASV_2693,115
1105E,ASV_273,111
1105E,ASV_276,122
1105E,ASV_29,54
1105E,ASV_292,25
1105E,ASV_3,5
1105E,ASV_302,4
1105E,ASV_308,75
1105E,ASV_309,26
1105E,ASV_32,85
1105E,ASV_332,253
1105E,ASV_34,240
1105E,ASV_340,64
1105E,ASV_342,21
1105E,ASV_353,7
1105E,ASV_371,6
1105E,ASV_379,47
1105E,ASV_3796,25
1105E,ASV_4044,10
1105E,ASV_4172,48
1105E,ASV_4189,5
1105E,ASV_42,259
1105E,ASV_4256,2
1105E,ASV_4419,20
1105E,ASV_443,33
1105E,ASV_444,5
1105E,ASV_459,39
1105E,ASV_4894,58
1105E,ASV_51,852
1105E,ASV_510,7
1105E,ASV_52,15363
1105E,ASV_531,2
1105E,ASV_5760,55
1105E,ASV_59,9205
1105E,ASV_6,77
1105E,ASV_616,29
1105E,ASV_655,11
1105E,ASV_658,55
1105E,ASV_684,8
1105E,ASV_691,2
1105E,ASV_70,7
1105E,ASV_7003,55
1105E,ASV_72,14
1105E,ASV_745,10
1105E,ASV_757,91
1105E,ASV_769,1
1105E,ASV_774,38
1105E,ASV_785,13
1105E,ASV_79,369
1105E,ASV_8,7323
1105E,ASV_81,40
1105E,ASV_8655,80
1105E,ASV_9,739
1105E,ASV_902,5
1105E,ASV_94,29
1105E,ASV_9439,6
1105E,ASV_962,82
1105E,ASV_989,28
1105F,ASV_11299,106
1105F,ASV_128,201
1105F,ASV_139,60
1105F,ASV_14,38
1105F,ASV_140,6
1105F,ASV_147,39
1105F,ASV_150,119
1105F,ASV_16,769
1105F,ASV_1628,32
1105F,ASV_17,59
1105F,ASV_17360,234
1105F,ASV_17378,5
1105F,ASV_1892,11
1105F,ASV_19,212
1105F,ASV_1903,517
1105F,ASV_1907,101
1105F,ASV_2,444
1105F,ASV_20,10
1105F,ASV_201,11
1105F,ASV_23,42
1105F,ASV_234,8
1105F,ASV_239,8
1105F,ASV_263,8
1105F,ASV_266,29
1105F,ASV_273,16
1105F,ASV_276,21
1105F,ASV_29,12
1105F,ASV_308,75
1105F,ASV_339,14
1105F,ASV_34,1123
1105F,ASV_353,24
1105F,ASV_3796,13
1105F,ASV_42,34
1105F,ASV_4894,39
1105F,ASV_51,526
1105F,ASV_52,4524
1105F,ASV_59,20735
1105F,ASV_6,15
1105F,ASV_655,19
1105F,ASV_785,12
1105F,ASV_79,51
1105F,ASV_8,1135
1105F,ASV_81,18
1105F,ASV_9,247
1105G,ASV_1035,18
1105G,ASV_128,942
1105G,ASV_139,238
1105G,ASV_14,26
1105G,ASV_150,253
1105G,ASV_16,267
1105G,ASV_161,29
1105G,ASV_1731,7
1105G,ASV_17374,94
1105G,ASV_1793,5
1105G,ASV_1888,9
1105G,ASV_19,15
1105G,ASV_1943,39
1105G,ASV_2,15668
1105G,ASV_2045,12
1105G,ASV_207,5
1105G,ASV_228,3
1105G,ASV_23,48
1105G,ASV_234,26
1105G,ASV_2356,9
1105G,ASV_239,1047
1105G,ASV_2530,13
1105G,ASV_266,17
1105G,ASV_29,9
1105G,ASV_308,63
1105G,ASV_309,22
1105G,ASV_32,73
1105G,ASV_339,1
1105G,ASV_34,22
1105G,ASV_342,34
1105G,ASV_371,102
1105G,ASV_3916,100
1105G,ASV_437,70
1105G,ASV_4419,28
1105G,ASV_457,32
1105G,ASV_4894,17
1105G,ASV_51,1268
1105G,ASV_5133,7
1105G,ASV_52,30
1105G,ASV_59,11356
1105G,ASV_6,12
1105G,ASV_6014,7
1105G,ASV_62,8
1105G,ASV_635,34
1105G,ASV_6543,13
1105G,ASV_655,52
1105G,ASV_665,3
1105G,ASV_6895,26
1105G,ASV_690,8
1105G,ASV_736,63
1105G,ASV_8,314
1105G,ASV_81,80
1105G,ASV_9,21
1105G,ASV_9120,13
1105G,ASV_992,21
1105H,ASV_128,711
1105H,ASV_139,29
1105H,ASV_14,33
1105H,ASV_150,107
1105H,ASV_16,141
1105H,ASV_1600,11
1105H,ASV_161,34
1105H,ASV_1687,28
1105H,ASV_19,213
1105H,ASV_2,10544
1105H,ASV_201,17
1105H,ASV_2108,59
1105H,ASV_23,22
1105H,ASV_234,23
1105H,ASV_239,322
1105H,ASV_266,20
1105H,ASV_29,11
1105H,ASV_308,284
1105H,ASV_339,1
1105H,ASV_371,14
1105H,ASV_3916,89
1105H,ASV_4028,25
1105H,ASV_42,3
1105H,ASV_437,61
1105H,ASV_4419,15
1105H,ASV_4485,8
1105H,ASV_457,46
1105H,ASV_51,747
1105H,ASV_52,10
1105H,ASV_59,26918
1105H,ASV_6,5
1105H,ASV_655,42
1105H,ASV_70,5
1105H,ASV_736,38
1105H,ASV_8,184
1105H,ASV_81,68
1105H,ASV_9,20
1105H,ASV_9120,8
1105I,ASV_1035,11
1105I,ASV_1036,4
1105I,ASV_128,389
1105I,ASV_139,22
1105I,ASV_14,20
1105I,ASV_150,70
1105I,ASV_161,74
1105I,ASV_1647,10
1105I,ASV_1757,8
1105I,ASV_178,2
1105I,ASV_1888,14
1105I,ASV_19,2778
1105I,ASV_1943,31
1105I,ASV_2,10281
1105I,ASV_207,10
1105I,ASV_2108,18
1105I,ASV_228,3
1105I,ASV_234,47
1105I,ASV_239,5
1105I,ASV_2437,7
1105I,ASV_266,43
1105I,ASV_2751,4
1105I,ASV_308,108
1105I,ASV_32,129
1105I,ASV_339,4
1105I,ASV_437,69
1105I,ASV_4419,21
1105I,ASV_4485,4
1105I,ASV_457,44
1105I,ASV_51,650
1105I,ASV_52,5
1105I,ASV_59,7788
1105I,ASV_6,10
1105I,ASV_655,17
1105I,ASV_736,23
1105I,ASV_774,17
1105I,ASV_8,183
1105I,ASV_81,60
1105I,ASV_9,12
1105J,ASV_128,684
1105J,ASV_139,19
1105J,ASV_145,35
1105J,ASV_150,75
1105J,ASV_15376,6
1105J,ASV_16,39
1105J,ASV_161,186
1105J,ASV_1647,29
1105J,ASV_1657,9
1105J,ASV_1687,30
1105J,ASV_17402,18
1105J,ASV_1752,18
1105J,ASV_1793,11
1105J,ASV_1813,10
1105J,ASV_19,1591
1105J,ASV_2,14675
1105J,ASV_201,14
1105J,ASV_2045,16
1105J,ASV_207,28
1105J,ASV_2097,4
1105J,ASV_234,47
1105J,ASV_239,184
1105J,ASV_2530,3
1105J,ASV_258,19
1105J,ASV_264,15
1105J,ASV_266,37
1105J,ASV_2751,9
1105J,ASV_29,8
1105J,ASV_308,49
1105J,ASV_32,91
1105J,ASV_339,10
1105J,ASV_345,14
1105J,ASV_3916,90
1105J,ASV_4028,18
1105J,ASV_4202,13
1105J,ASV_4302,102
1105J,ASV_437,80
1105J,ASV_4419,41
1105J,ASV_457,274
1105J,ASV_4710,16
1105J,ASV_4894,9
1105J,ASV_51,684
1105J,ASV_5107,12
1105J,ASV_59,3888
1105J,ASV_6,5
1105J,ASV_6543,26
1105J,ASV_655,38
1105J,ASV_736,14
1105J,ASV_754,18
1105J,ASV_774,18
1105J,ASV_8,190
1105J,ASV_81,264
1105J,ASV_892,32
1105J,ASV_9,11
1105J,ASV_9120,21
1105K,ASV_128,185
1105K,ASV_14,58
1105K,ASV_145,46
1105K,ASV_150,32
1105K,ASV_161,22
1105K,ASV_1687,39
1105K,ASV_1888,18
1105K,ASV_19,550
1105K,ASV_2,13553
1105K,ASV_201,23
1105K,ASV_228,35
1105K,ASV_234,11
1105K,ASV_239,508
1105K,ASV_2437,42
1105K,ASV_2530,11
1105K,ASV_266,5
1105K,ASV_29,21
1105K,ASV_308,107
1105K,ASV_400,18
1105K,ASV_4189,10
1105K,ASV_42,49
1105K,ASV_437,75
1105K,ASV_4485,8
1105K,ASV_457,22
1105K,ASV_51,291
1105K,ASV_5133,11
1105K,ASV_59,15157
1105K,ASV_6,40
1105K,ASV_655,18
1105K,ASV_70,5
1105K,ASV_8,146
1105K,ASV_81,50
1105K,ASV_9,20
1105L,ASV_1036,5
1105L,ASV_128,407
1105L,ASV_14,21
1105L,ASV_145,19
1105L,ASV_150,86
1105L,ASV_161,50
1105L,ASV_17,7
1105L,ASV_1888,11
1105L,ASV_19,1764
1105L,ASV_1943,28
1105L,ASV_2,8707
1105L,ASV_201,18
1105L,ASV_2045,11
1105L,ASV_207,4
1105L,ASV_228,3
1105L,ASV_234,43
1105L,ASV_239,107
1105L,ASV_2530,18
1105L,ASV_264,11
1105L,ASV_29,15
1105L,ASV_308,153
1105L,ASV_32,44
1105L,ASV_339,1
1105L,ASV_42,24
1105L,ASV_437,65
1105L,ASV_4419,9
1105L,ASV_457,35
1105L,ASV_51,439
1105L,ASV_59,11606
1105L,ASV_6,5
1105L,ASV_655,43
1105L,ASV_6930,19
1105L,ASV_736,31
1105L,ASV_774,7
1105L,ASV_8,205
1105L,ASV_81,115
1105L,ASV_9,18
1105M,ASV_1028,70
1105M,ASV_1036,93
1105M,ASV_12608,22
1105M,ASV_128,666
1105M,ASV_14,30
1105M,ASV_150,152
1105M,ASV_161,58
1105M,ASV_16792,11
1105M,ASV_17338,15
1105M,ASV_1775,10
1105M,ASV_1888,9
1105M,ASV_19,7468
1105M,ASV_2,9782
1105M,ASV_201,2613
1105M,ASV_2045,9
1105M,ASV_207,7
1105M,ASV_234,24
1105M,ASV_239,26
1105M,ASV_2530,23
1105M,ASV_258,13
1105M,ASV_2692,32
1105M,ASV_29,14
1105M,ASV_292,8
1105M,ASV_308,438
1105M,ASV_32,58
1105M,ASV_339,1
1105M,ASV_34,6
1105M,ASV_356,59
1105M,ASV_42,450
1105M,ASV_437,48
1105M,ASV_457,35
1105M,ASV_51,414
1105M,ASV_5107,9
1105M,ASV_52,7
1105M,ASV_59,18993
1105M,ASV_6512,5
1105M,ASV_655,36
1105M,ASV_736,13
1105M,ASV_774,7
1105M,ASV_8,189
1105M,ASV_81,115
1105M,ASV_8658,8
1105M,ASV_9,17
1105N,ASV_1028,29
1105N,ASV_1036,8
1105N,ASV_128,485
1105N,ASV_14,34
1105N,ASV_150,89
1105N,ASV_161,18
1105N,ASV_17369,39
1105N,ASV_19,9044
1105N,ASV_2,5529
1105N,ASV_201,251
1105N,ASV_2108,11
1105N,ASV_23,3
1105N,ASV_234,18
1105N,ASV_2530,19
1105N,ASV_29,14
1105N,ASV_308,117
1105N,ASV_32,61
1105N,ASV_339,13
1105N,ASV_400,7
1105N,ASV_418,3
1105N,ASV_42,102
1105N,ASV_437,43
1105N,ASV_457,18
1105N,ASV_51,315
1105N,ASV_59,27071
1105N,ASV_655,24
1105N,ASV_684,22
1105N,ASV_8,91
1105N,ASV_81,65
1105N,ASV_8299,5
1105N,ASV_9,21
1105N,ASV_9768,5
1105O,ASV_115,24
1105O,ASV_128,219
1105O,ASV_14,43
1105O,ASV_150,37
1105O,ASV_161,12
1105O,ASV_1687,14
1105O,ASV_19,16218
1105O,ASV_2,6034
1105O,ASV_20,4
1105O,ASV_201,65
1105O,ASV_2045,6
1105O,ASV_2108,27
1105O,ASV_234,4
1105O,ASV_239,6
1105O,ASV_2437,11
1105O,ASV_2530,21
1105O,ASV_29,10
1105O,ASV_292,4
1105O,ASV_308,224
1105O,ASV_34,20
1105O,ASV_42,17
1105O,ASV_457,11
1105O,ASV_51,186
1105O,ASV_52,6
1105O,ASV_59,27598
1105O,ASV_6,7
1105O,ASV_774,6
1105O,ASV_8,75
1105O,ASV_9,11
1105P,ASV_1028,32
1105P,ASV_12608,16
1105P,ASV_128,383
1105P,ASV_139,11
1105P,ASV_14,71
1105P,ASV_150,84
1105P,ASV_161,79
1105P,ASV_16792,13
1105P,ASV_17416,13
1105P,ASV_175,44
1105P,ASV_1793,3
1105P,ASV_1888,26
1105P,ASV_19,13803
1105P,ASV_2,12689
1105P,ASV_20,4
1105P,ASV_201,213
1105P,ASV_2045,8
1105P,ASV_2108,22
1105P,ASV_228,3
1105P,ASV_234,18
1105P,ASV_239,46
1105P,ASV_2437,11
1105P,ASV_264,24
1105P,ASV_29,38
1105P,ASV_308,53
1105P,ASV_32,38
1105P,ASV_339,1
1105P,ASV_34,5
1105P,ASV_38,5
1105P,ASV_3916,77
1105P,ASV_42,554
1105P,ASV_43,16
1105P,ASV_437,32
1105P,ASV_457,17
1105P,ASV_51,217
1105P,ASV_52,9
1105P,ASV_59,25786
1105P,ASV_6,26
1105P,ASV_6512,12
1105P,ASV_655,17
1105P,ASV_6895,23
1105P,ASV_70,12
1105P,ASV_736,39
1105P,ASV_754,23
1105P,ASV_774,10
1105P,ASV_791,6
1105P,ASV_8,267
1105P,ASV_81,33
1105P,ASV_9,26
1105Q,ASV_1036,17
1105Q,ASV_118,11
1105Q,ASV_128,129
1105Q,ASV_14,40
1105Q,ASV_150,16
1105Q,ASV_160,3
1105Q,ASV_17369,29
1105Q,ASV_175,13
1105Q,ASV_19,7750
1105Q,ASV_2,2471
1105Q,ASV_201,116
1105Q,ASV_2041,9
1105Q,ASV_207,4
1105Q,ASV_2097,10
1105Q,ASV_234,8
1105Q,ASV_239,21
1105Q,ASV_264,16
1105Q,ASV_308,164
1105Q,ASV_38,10
1105Q,ASV_39,7
1105Q,ASV_42,26
1105Q,ASV_457,10
1105Q,ASV_51,63
1105Q,ASV_59,15926
1105Q,ASV_6,8
1105Q,ASV_8,61
1105Q,ASV_9,10
1105R,ASV_1028,69
1105R,ASV_103,12
1105R,ASV_1036,192
1105R,ASV_1096,13
1105R,ASV_11149,48
1105R,ASV_115,85
1105R,ASV_1170,7
1105R,ASV_128,3304
1105R,ASV_1304,15
1105R,ASV_134,4
1105R,ASV_135,6
1105R,ASV_139,55
1105R,ASV_14,27
1105R,ASV_140,2
1105R,ASV_145,23
1105R,ASV_1452,8
1105R,ASV_150,353
1105R,ASV_15525,154
1105R,ASV_16,940
1105R,ASV_161,716
1105R,ASV_1628,6
1105R,ASV_16347,35
1105R,ASV_1648,6
1105R,ASV_1657,13
1105R,ASV_1687,20
1105R,ASV_17197,7
1105R,ASV_17374,119
1105R,ASV_175,881
1105R,ASV_1751,4
1105R,ASV_1855,10
1105R,ASV_186,4
1105R,ASV_19,49153
1105R,ASV_1990,39
1105R,ASV_2,37678
1105R,ASV_20,10
1105R,ASV_201,455
1105R,ASV_2045,9
1105R,ASV_207,17
1105R,ASV_2108,2188
1105R,ASV_2127,10
1105R,ASV_2178,3
1105R,ASV_234,90
1105R,ASV_239,415
1105R,ASV_2411,6
1105R,ASV_250,12
1105R,ASV_2543,23
1105R,ASV_258,241
1105R,ASV_263,9
1105R,ASV_264,93
1105R,ASV_2677,5
1105R,ASV_27,71
1105R,ASV_292,73
1105R,ASV_30,54
1105R,ASV_308,16830
1105R,ASV_310,55
1105R,ASV_316,40
1105R,ASV_32,332
1105R,ASV_326,6
1105R,ASV_332,11
1105R,ASV_339,2
1105R,ASV_34,11
1105R,ASV_3483,6
1105R,ASV_35,5
1105R,ASV_356,62
1105R,ASV_39,522
1105R,ASV_3916,853
1105R,ASV_400,16
1105R,ASV_4166,64
1105R,ASV_42,57
1105R,ASV_4302,67
1105R,ASV_433,19
1105R,ASV_437,44
1105R,ASV_4485,2
1105R,ASV_4544,13
1105R,ASV_457,27
1105R,ASV_458,1
1105R,ASV_4627,60
1105R,ASV_4865,8
1105R,ASV_509,13
1105R,ASV_51,1785
1105R,ASV_5107,26
1105R,ASV_52,2
1105R,ASV_54,3
1105R,ASV_5647,83
1105R,ASV_570,28
1105R,ASV_59,110073
1105R,ASV_6,5
1105R,ASV_60,4
1105R,ASV_607,25
1105R,ASV_616,8
1105R,ASV_63,4
1105R,ASV_635,83
1105R,ASV_6441,100
1105R,ASV_655,216
1105R,ASV_6675,112
1105R,ASV_6698,49
1105R,ASV_68,14
1105R,ASV_683,12
1105R,ASV_715,60
1105R,ASV_736,476
1105R,ASV_754,286
1105R,ASV_7592,85
1105R,ASV_7630,97
1105R,ASV_774,35
1105R,ASV_775,4
1105R,ASV_7760,35
1105R,ASV_8,1259
1105R,ASV_800,58
1105R,ASV_81,107
1105R,ASV_8644,26
1105R,ASV_9,10
1105R,ASV_9133,46
1105R,ASV_9162,1
1105R,ASV_95,7
1105R,ASV_962,40
1105R,ASV_9722,10
1105R,ASV_9877,7
1105R,ASV_9956,43
1105S,ASV_1028,72
1105S,ASV_10286,9
1105S,ASV_103,44
1105S,ASV_1036,4
1105S,ASV_104,7
1105S,ASV_115,33
1105S,ASV_119,30
1105S,ASV_12132,3
1105S,ASV_128,203
1105S,ASV_135,19
1105S,ASV_139,17
1105S,ASV_1452,4
1105S,ASV_150,8
1105S,ASV_15525,13
1105S,ASV_16,716
1105S,ASV_161,68
1105S,ASV_1631,15
1105S,ASV_17220,28
1105S,ASV_175,193
1105S,ASV_19,3783
1105S,ASV_2,3108
1105S,ASV_20,26
1105S,ASV_201,267
1105S,ASV_2108,783
1105S,ASV_2282,1
1105S,ASV_2303,9
1105S,ASV_239,11
1105S,ASV_258,27
1105S,ASV_264,25
1105S,ASV_29,12
1105S,ASV_30,47
1105S,ASV_308,178
1105S,ASV_32,149
1105S,ASV_326,22
1105S,ASV_3273,17
1105S,ASV_35,5
1105S,ASV_356,38
1105S,ASV_39,30
1105S,ASV_3916,445
1105S,ASV_4166,14
1105S,ASV_42,56
1105S,ASV_4544,16
1105S,ASV_4627,11
1105S,ASV_49,11
1105S,ASV_509,8
1105S,ASV_51,39
1105S,ASV_510,13
1105S,ASV_52,7
1105S,ASV_53,9
1105S,ASV_5647,15
1105S,ASV_587,3
1105S,ASV_59,8823
1105S,ASV_596,9
1105S,ASV_6287,5
1105S,ASV_6441,18
1105S,ASV_655,9
1105S,ASV_754,21
1105S,ASV_7592,12
1105S,ASV_775,7
1105S,ASV_780,4
1105S,ASV_79,21
1105S,ASV_8,1079
1105S,ASV_81,42
1105S,ASV_87,26
1105S,ASV_962,20
1105S,ASV_9722,20
1105T,ASV_11149,6
1105T,ASV_115,41
1105T,ASV_128,30
1105T,ASV_15525,10
1105T,ASV_16,158
1105T,ASV_161,16
1105T,ASV_175,13
1105T,ASV_19,671
1105T,ASV_1964,8
1105T,ASV_2,660
1105T,ASV_201,15
1105T,ASV_2108,103
1105T,ASV_239,7
1105T,ASV_264,34
1105T,ASV_308,37
1105T,ASV_32,11
1105T,ASV_356,19
1105T,ASV_400,4
1105T,ASV_42,7
1105T,ASV_4544,8
1105T,ASV_51,12
1105T,ASV_5647,10
1105T,ASV_59,1609
1105T,ASV_8,232
1105T,ASV_8223,23
1105U,ASV_115,485
1105U,ASV_128,19
1105U,ASV_16,211
1105U,ASV_1605,173
1105U,ASV_161,21
1105U,ASV_17361,11
1105U,ASV_19,1384
1105U,ASV_1978,66
1105U,ASV_2,1126
1105U,ASV_236,64
1105U,ASV_239,26
1105U,ASV_255,18
1105U,ASV_264,354
1105U,ASV_30,6
1105U,ASV_308,81
1105U,ASV_32,6
1105U,ASV_332,177
1105U,ASV_342,13
1105U,ASV_35,1011
1105U,ASV_356,3
1105U,ASV_3730,94
1105U,ASV_3916,15
1105U,ASV_4627,4
1105U,ASV_51,28
1105U,ASV_569,284
1105U,ASV_570,397
1105U,ASV_59,3050
1105U,ASV_60,314
1105U,ASV_8,410
1105U,ASV_8223,142
1106,ASV_11,106
1106,ASV_128,6
1106,ASV_14479,16
1106,ASV_1764,2
1106,ASV_19,2
1106,ASV_2,280
1106,ASV_34,34
1106,ASV_8,14
1106D,ASV_10,62
1106D,ASV_102,1250
1106D,ASV_10549,1
1106D,ASV_11604,62
1106D,ASV_118,1214
1106D,ASV_119,1121
1106D,ASV_1225,33
1106D,ASV_123,20
1106D,ASV_12678,29
1106D,ASV_131,127
1106D,ASV_13338,2
1106D,ASV_1336,10
1106D,ASV_135,26
1106D,ASV_136,988
1106D,ASV_1384,7
1106D,ASV_139,8
1106D,ASV_140,8
1106D,ASV_143,657
1106D,ASV_15139,1
1106D,ASV_15374,3
1106D,ASV_155,785
1106D,ASV_159,26
1106D,ASV_161,8
1106D,ASV_16301,23
1106D,ASV_1727,18
1106D,ASV_17639,3
1106D,ASV_17802,26
1106D,ASV_180,437
1106D,ASV_1844,151
1106D,ASV_1879,367
1106D,ASV_19,86
1106D,ASV_1935,17
1106D,ASV_194,54
1106D,ASV_1995,8
1106D,ASV_1996,77
1106D,ASV_2,91
1106D,ASV_20,297
1106D,ASV_2029,423
1106D,ASV_2034,154
1106D,ASV_2139,11
1106D,ASV_217,200
1106D,ASV_2176,3
1106D,ASV_21799,9
1106D,ASV_226,84
1106D,ASV_2491,33
1106D,ASV_2497,30
1106D,ASV_260,34
1106D,ASV_2660,13
1106D,ASV_277,96
1106D,ASV_289,108
1106D,ASV_29,146
1106D,ASV_296,38
1106D,ASV_297,17
1106D,ASV_310,4
1106D,ASV_32,125
1106D,ASV_343,23
1106D,ASV_34738,34
1106D,ASV_3496,2
1106D,ASV_3548,16
1106D,ASV_3553,31
1106D,ASV_363,7
1106D,ASV_3633,10
1106D,ASV_378,19
1106D,ASV_38071,186
1106D,ASV_38074,177
1106D,ASV_38098,2
1106D,ASV_4,5
1106D,ASV_4352,12
1106D,ASV_4355,2
1106D,ASV_44,12
1106D,ASV_45,59
1106D,ASV_454,6
1106D,ASV_4584,3
1106D,ASV_49,380
1106D,ASV_50,1045
1106D,ASV_509,69
1106D,ASV_51,30
1106D,ASV_53,42
1106D,ASV_564,121
1106D,ASV_574,96
1106D,ASV_58,24
1106D,ASV_585,264
1106D,ASV_6,60
1106D,ASV_600,18
1106D,ASV_62,9
1106D,ASV_620,12
1106D,ASV_63,1715
1106D,ASV_642,25
1106D,ASV_6490,9
1106D,ASV_654,108
1106D,ASV_660,3
1106D,ASV_661,31
1106D,ASV_677,5
1106D,ASV_6794,7
1106D,ASV_68,266
1106D,ASV_6865,1
1106D,ASV_689,4
1106D,ASV_691,5
1106D,ASV_70,8
1106D,ASV_72,111
1106D,ASV_737,22
1106D,ASV_740,10
1106D,ASV_745,345
1106D,ASV_782,7
1106D,ASV_785,113
1106D,ASV_787,64
1106D,ASV_792,2
1106D,ASV_8,1680
1106D,ASV_80,74
1106D,ASV_82,133
1106D,ASV_8375,510
1106D,ASV_874,1
1106D,ASV_9,121
1106D,ASV_92,270
